day,medal_date,medal_type,name,country_code,gender,discipline,event,event_type,url_event
12,07-08-2024,Gold Medal,PARK Taejoon,KOR,M,Taekwondo,Men -58kg,HATH,/en/paris-2024/results/taekwondo/men--58kg/fnl-000100--
12,07-08-2024,Silver Medal,Gashim MAGOMEDOV,AZE,M,Taekwondo,Men -58kg,HATH,/en/paris-2024/results/taekwondo/men--58kg/fnl-000100--
12,07-08-2024,Bronze Medal,Cyrian RAVET,FRA,M,Taekwondo,Men -58kg,HATH,/en/paris-2024/results/taekwondo/men--58kg/repf000100--
12,07-08-2024,Bronze Medal,Mohamed Khalil JENDOUBI,TUN,M,Taekwondo,Men -58kg,HATH,/en/paris-2024/results/taekwondo/men--58kg/repf000200--
12,07-08-2024,Gold Medal,Panipak WONGPATTANAKIT,THA,W,Taekwondo,Women -49kg,HATH,/en/paris-2024/results/taekwondo/women--49kg/fnl-000100--
12,07-08-2024,Silver Medal,GUO Qing,CHN,W,Taekwondo,Women -49kg,HATH,/en/paris-2024/results/taekwondo/women--49kg/fnl-000100--
12,07-08-2024,Bronze Medal,Mobina NEMATZADEH,IRI,W,Taekwondo,Women -49kg,HATH,/en/paris-2024/results/taekwondo/women--49kg/repf000100--
12,07-08-2024,Bronze Medal,Lena STOJKOVIC,CRO,W,Taekwondo,Women -49kg,HATH,/en/paris-2024/results/taekwondo/women--49kg/repf000200--
12,07-08-2024,Gold Medal,LI Fabin,CHN,M,Weightlifting,Men's 61kg,ATH,/en/paris-2024/results/weightlifting/men-s-61kg/fnl-000100--
12,07-08-2024,Silver Medal,Theerapong SILACHAI,THA,M,Weightlifting,Men's 61kg,ATH,/en/paris-2024/results/weightlifting/men-s-61kg/fnl-000100--
12,07-08-2024,Bronze Medal,Hampton MORRIS,USA,M,Weightlifting,Men's 61kg,ATH,/en/paris-2024/results/weightlifting/men-s-61kg/fnl-000100--
12,07-08-2024,Gold Medal,HOU Zhihui,CHN,W,Weightlifting,Women's 49kg,ATH,/en/paris-2024/results/weightlifting/women-s-49kg/fnl-000100--
12,07-08-2024,Silver Medal,Mihaela Valentina CAMBEI,ROU,W,Weightlifting,Women's 49kg,ATH,/en/paris-2024/results/weightlifting/women-s-49kg/fnl-000100--
12,07-08-2024,Bronze Medal,Surodchana KHAMBAO,THA,W,Weightlifting,Women's 49kg,ATH,/en/paris-2024/results/weightlifting/women-s-49kg/fnl-000100--
12,07-08-2024,Gold Medal,KUSAKA Nao,JPN,M,Wrestling,Men's Greco-Roman 77kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/fnl-000100--
12,07-08-2024,Silver Medal,Demeu ZHADRAYEV,KAZ,M,Wrestling,Men's Greco-Roman 77kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/fnl-000100--
12,07-08-2024,Bronze Medal,Malkhas AMOYAN,ARM,M,Wrestling,Men's Greco-Roman 77kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/repf000100--
12,07-08-2024,Bronze Medal,Akzhol MAKHMUDOV,KGZ,M,Wrestling,Men's Greco-Roman 77kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/repf000200--
12,07-08-2024,Gold Medal,Mohammadhadi SARAVI,IRI,M,Wrestling,Men's Greco-Roman 97kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/fnl-000100--
12,07-08-2024,Silver Medal,Artur ALEKSANYAN,ARM,M,Wrestling,Men's Greco-Roman 97kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/fnl-000100--
12,07-08-2024,Bronze Medal,Gabriel Alejandro ROSILLO KINDELAN,CUB,M,Wrestling,Men's Greco-Roman 97kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/repf000100--
12,07-08-2024,Bronze Medal,Uzur DZHUZUPBEKOV,KGZ,M,Wrestling,Men's Greco-Roman 97kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-97kg/repf000200--
12,07-08-2024,Gold Medal,Sarah Ann HILDEBRANDT,USA,W,Wrestling,Women's Freestyle 50kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-50kg/fnl-000100--
12,07-08-2024,Silver Medal,Yusneylis GUZMAN LOPEZ,CUB,W,Wrestling,Women's Freestyle 50kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-50kg/fnl-000100--
12,07-08-2024,Bronze Medal,SUSAKI Yui,JPN,W,Wrestling,Women's Freestyle 50kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-50kg/repf000100--
12,07-08-2024,Bronze Medal,FENG Ziqi,CHN,W,Wrestling,Women's Freestyle 50kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-50kg/repf000200--
13,08-08-2024,Gold Medal,Grant HOLLOWAY,USA,M,Athletics,Men's 110m Hurdles,ATH,/en/paris-2024/results/athletics/men-s-110m-hurdles/fnl-000100--
13,08-08-2024,Silver Medal,Daniel ROBERTS,USA,M,Athletics,Men's 110m Hurdles,ATH,/en/paris-2024/results/athletics/men-s-110m-hurdles/fnl-000100--
13,08-08-2024,Bronze Medal,Rasheed BROADBELL,JAM,M,Athletics,Men's 110m Hurdles,ATH,/en/paris-2024/results/athletics/men-s-110m-hurdles/fnl-000100--
13,08-08-2024,Gold Medal,Letsile TEBOGO,BOT,M,Athletics,Men's 200m,ATH,/en/paris-2024/results/athletics/men-s-200m/fnl-000100--
13,08-08-2024,Silver Medal,Kenneth BEDNAREK,USA,M,Athletics,Men's 200m,ATH,/en/paris-2024/results/athletics/men-s-200m/fnl-000100--
13,08-08-2024,Bronze Medal,Noah LYLES,USA,M,Athletics,Men's 200m,ATH,/en/paris-2024/results/athletics/men-s-200m/fnl-000100--
13,08-08-2024,Gold Medal,Arshad NADEEM,PAK,M,Athletics,Men's Javelin Throw,ATH,/en/paris-2024/results/athletics/men-s-javelin-throw/fnl-000100--
13,08-08-2024,Silver Medal,Neeraj CHOPRA,IND,M,Athletics,Men's Javelin Throw,ATH,/en/paris-2024/results/athletics/men-s-javelin-throw/fnl-000100--
13,08-08-2024,Bronze Medal,Anderson PETERS,GRN,M,Athletics,Men's Javelin Throw,ATH,/en/paris-2024/results/athletics/men-s-javelin-throw/fnl-000100--
13,08-08-2024,Gold Medal,Sydney McLAUGHLIN-LEVRONE,USA,W,Athletics,Women's 400m Hurdles,ATH,/en/paris-2024/results/athletics/women-s-400m-hurdles/fnl-000100--
13,08-08-2024,Silver Medal,Anna COCKRELL,USA,W,Athletics,Women's 400m Hurdles,ATH,/en/paris-2024/results/athletics/women-s-400m-hurdles/fnl-000100--
13,08-08-2024,Bronze Medal,Femke BOL,NED,W,Athletics,Women's 400m Hurdles,ATH,/en/paris-2024/results/athletics/women-s-400m-hurdles/fnl-000100--
13,08-08-2024,Gold Medal,Tara DAVIS-WOODHALL,USA,W,Athletics,Women's Long Jump,ATH,/en/paris-2024/results/athletics/women-s-long-jump/fnl-000100--
13,08-08-2024,Silver Medal,Malaika MIHAMBO,GER,W,Athletics,Women's Long Jump,ATH,/en/paris-2024/results/athletics/women-s-long-jump/fnl-000100--
13,08-08-2024,Bronze Medal,Jasmine MOORE,USA,W,Athletics,Women's Long Jump,ATH,/en/paris-2024/results/athletics/women-s-long-jump/fnl-000100--
13,08-08-2024,Gold Medal,Hasanboy DUSMATOV,UZB,M,Boxing,Men's 51kg,HATH,/en/paris-2024/results/boxing/men-s-51kg/fnl-000100--
13,08-08-2024,Silver Medal,Billal BENNAMA,FRA,M,Boxing,Men's 51kg,HATH,/en/paris-2024/results/boxing/men-s-51kg/fnl-000100--
13,08-08-2024,Bronze Medal,Charlie SENIOR,AUS,M,Boxing,Men's 57kg,HATH,/en/paris-2024/results/boxing/men-s-57kg/sfnl000100--
13,08-08-2024,Bronze Medal,Javier IBANEZ DIAZ,BUL,M,Boxing,Men's 57kg,HATH,/en/paris-2024/results/boxing/men-s-57kg/sfnl000200--
13,08-08-2024,Gold Medal,CHANG Yuan,CHN,W,Boxing,Women's 54kg,HATH,/en/paris-2024/results/boxing/women-s-54kg/fnl-000100--
13,08-08-2024,Silver Medal,Hatice AKBAS,TUR,W,Boxing,Women's 54kg,HATH,/en/paris-2024/results/boxing/women-s-54kg/fnl-000100--
13,08-08-2024,Bronze Medal,Caitlin PARKER,AUS,W,Boxing,Women's 75kg,HATH,/en/paris-2024/results/boxing/women-s-75kg/sfnl000100--
13,08-08-2024,Bronze Medal,Cindy Winner DJANKEU NGAMBA,EOR,W,Boxing,Women's 75kg,HATH,/en/paris-2024/results/boxing/women-s-75kg/sfnl000200--
13,08-08-2024,Gold Medal,LIU/JI,CHN,M,Canoe Sprint,Men's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-canoe-double-500m/fnl---------
13,08-08-2024,Silver Medal,CASADEI/TACCHINI,ITA,M,Canoe Sprint,Men's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-canoe-double-500m/fnl---------
13,08-08-2024,Bronze Medal,MORENO/DOMINGUEZ,ESP,M,Canoe Sprint,Men's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-canoe-double-500m/fnl---------
13,08-08-2024,Gold Medal,Germany,GER,M,Canoe Sprint,Men's Kayak Four 500m,TEAM,/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------
13,08-08-2024,Silver Medal,Australia,AUS,M,Canoe Sprint,Men's Kayak Four 500m,TEAM,/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------
13,08-08-2024,Bronze Medal,Spain,ESP,M,Canoe Sprint,Men's Kayak Four 500m,TEAM,/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------
13,08-08-2024,Gold Medal,New Zealand,NZL,W,Canoe Sprint,Women's Kayak Four 500m,TEAM,/en/paris-2024/results/canoe-sprint/women-s-kayak-four-500m/fnl---------
13,08-08-2024,Silver Medal,Germany,GER,W,Canoe Sprint,Women's Kayak Four 500m,TEAM,/en/paris-2024/results/canoe-sprint/women-s-kayak-four-500m/fnl---------
13,08-08-2024,Bronze Medal,Hungary,HUN,W,Canoe Sprint,Women's Kayak Four 500m,TEAM,/en/paris-2024/results/canoe-sprint/women-s-kayak-four-500m/fnl---------
13,08-08-2024,Gold Medal,Benjamin THOMAS,FRA,M,Cycling Track,Men's Omnium,ATH,/en/paris-2024/results/cycling-track/men-s-omnium/pts-000100--
13,08-08-2024,Silver Medal,Iuri LEITAO,POR,M,Cycling Track,Men's Omnium,ATH,/en/paris-2024/results/cycling-track/men-s-omnium/pts-000100--
13,08-08-2024,Bronze Medal,Fabio van den BOSSCHE,BEL,M,Cycling Track,Men's Omnium,ATH,/en/paris-2024/results/cycling-track/men-s-omnium/pts-000100--
13,08-08-2024,Gold Medal,Ellesse ANDREWS,NZL,W,Cycling Track,Women's Keirin,ATH,/en/paris-2024/results/cycling-track/women-s-keirin/fnl---------
13,08-08-2024,Silver Medal,Hetty van de WOUW,NED,W,Cycling Track,Women's Keirin,ATH,/en/paris-2024/results/cycling-track/women-s-keirin/fnl---------
13,08-08-2024,Bronze Medal,Emma FINUCANE,GBR,W,Cycling Track,Women's Keirin,ATH,/en/paris-2024/results/cycling-track/women-s-keirin/fnl---------
13,08-08-2024,Gold Medal,XIE Siyi,CHN,M,Diving,Men's 3m Springboard,ATH,/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--
13,08-08-2024,Silver Medal,WANG Zongyuan,CHN,M,Diving,Men's 3m Springboard,ATH,/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--
13,08-08-2024,Bronze Medal,Osmar OLVERA IBARRA,MEX,M,Diving,Men's 3m Springboard,ATH,/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--
13,08-08-2024,Bronze Medal,Morocco,MAR,M,Football,Men,HTEAM,/en/paris-2024/results/football/men/fnl-000200--
13,08-08-2024,Gold Medal,Netherlands,NED,M,Hockey,Men,HTEAM,/en/paris-2024/results/hockey/men/fnl-000100--
13,08-08-2024,Silver Medal,Germany,GER,M,Hockey,Men,HTEAM,/en/paris-2024/results/hockey/men/fnl-000100--
13,08-08-2024,Bronze Medal,India,IND,M,Hockey,Men,HTEAM,/en/paris-2024/results/hockey/men/fnl-000200--
13,08-08-2024,Gold Medal,Sharon van ROUWENDAAL,NED,W,Marathon Swimming,Women's 10km,ATH,/en/paris-2024/results/marathon-swimming/women-s-10km/fnl-000100--
13,08-08-2024,Silver Medal,Moesha JOHNSON,AUS,W,Marathon Swimming,Women's 10km,ATH,/en/paris-2024/results/marathon-swimming/women-s-10km/fnl-000100--
13,08-08-2024,Bronze Medal,Ginevra TADDEUCCI,ITA,W,Marathon Swimming,Women's 10km,ATH,/en/paris-2024/results/marathon-swimming/women-s-10km/fnl-000100--
13,08-08-2024,Gold Medal,VADLAU/MAEHR,AUT,X,Sailing,Mixed Dinghy,TEAM,/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--
13,08-08-2024,Silver Medal,OKADA/YOSHIOKA,JPN,X,Sailing,Mixed Dinghy,TEAM,/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--
13,08-08-2024,Bronze Medal,DAHLBERG/KARLSSON,SWE,X,Sailing,Mixed Dinghy,TEAM,/en/paris-2024/results/sailing/mixed-dinghy/fnl-000100--
13,08-08-2024,Gold Medal,TITA/BANTI,ITA,X,Sailing,Mixed Multihull,TEAM,/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--
13,08-08-2024,Silver Medal,MAJDALANI/BOSCO,ARG,X,Sailing,Mixed Multihull,TEAM,/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--
13,08-08-2024,Bronze Medal,WILKINSON/DAWSON,NZL,X,Sailing,Mixed Multihull,TEAM,/en/paris-2024/results/sailing/mixed-multihull/fnl-000100--
13,08-08-2024,Gold Medal,Eleanor ALDRIDGE,GBR,W,Sailing,Women's Kite,ATH,/en/paris-2024/results/sailing/women-s-kite/fnl-000200--
13,08-08-2024,Silver Medal,Lauriane NOLOT,FRA,W,Sailing,Women's Kite,ATH,/en/paris-2024/results/sailing/women-s-kite/fnl-000200--
13,08-08-2024,Bronze Medal,Annelous LAMMERTS,NED,W,Sailing,Women's Kite,ATH,/en/paris-2024/results/sailing/women-s-kite/fnl-000200--
13,08-08-2024,Gold Medal,Veddriq LEONARDO,INA,M,Sport Climbing,Men's Speed,ATH,/en/paris-2024/results/sport-climbing/men-s-speed/------------
13,08-08-2024,Silver Medal,WU Peng,CHN,M,Sport Climbing,Men's Speed,ATH,/en/paris-2024/results/sport-climbing/men-s-speed/------------
13,08-08-2024,Bronze Medal,Sam WATSON,USA,M,Sport Climbing,Men's Speed,ATH,/en/paris-2024/results/sport-climbing/men-s-speed/------------
13,08-08-2024,Gold Medal,Ulugbek RASHITOV,UZB,M,Taekwondo,Men -68kg,HATH,/en/paris-2024/results/taekwondo/men--68kg/fnl-000100--
13,08-08-2024,Silver Medal,Zaid KAREEM,JOR,M,Taekwondo,Men -68kg,HATH,/en/paris-2024/results/taekwondo/men--68kg/fnl-000100--
13,08-08-2024,Bronze Medal,LIANG Yushuai,CHN,M,Taekwondo,Men -68kg,HATH,/en/paris-2024/results/taekwondo/men--68kg/repf000100--
13,08-08-2024,Bronze Medal,Edival PONTES,BRA,M,Taekwondo,Men -68kg,HATH,/en/paris-2024/results/taekwondo/men--68kg/repf000200--
13,08-08-2024,Gold Medal,KIM Yujin,KOR,W,Taekwondo,Women -57kg,HATH,/en/paris-2024/results/taekwondo/women--57kg/fnl-000100--
13,08-08-2024,Silver Medal,Nahid KIYANICHANDEH,IRI,W,Taekwondo,Women -57kg,HATH,/en/paris-2024/results/taekwondo/women--57kg/fnl-000100--
13,08-08-2024,Bronze Medal,Skylar PARK,CAN,W,Taekwondo,Women -57kg,HATH,/en/paris-2024/results/taekwondo/women--57kg/repf000100--
13,08-08-2024,Bronze Medal,Alizadeh KIMIA,BUL,W,Taekwondo,Women -57kg,HATH,/en/paris-2024/results/taekwondo/women--57kg/repf000200--
13,08-08-2024,Gold Medal,Rizki JUNIANSYAH,INA,M,Weightlifting,Men's 73kg,ATH,/en/paris-2024/results/weightlifting/men-s-73kg/fnl-000100--
13,08-08-2024,Silver Medal,Weeraphon WICHUMA,THA,M,Weightlifting,Men's 73kg,ATH,/en/paris-2024/results/weightlifting/men-s-73kg/fnl-000100--
13,08-08-2024,Bronze Medal,Bozhidar Dimitrov ANDREEV,BUL,M,Weightlifting,Men's 73kg,ATH,/en/paris-2024/results/weightlifting/men-s-73kg/fnl-000100--
13,08-08-2024,Gold Medal,LUO Shifang,CHN,W,Weightlifting,Women's 59kg,ATH,/en/paris-2024/results/weightlifting/women-s-59kg/fnl-000100--
13,08-08-2024,Silver Medal,Maude CHARRON,CAN,W,Weightlifting,Women's 59kg,ATH,/en/paris-2024/results/weightlifting/women-s-59kg/fnl-000100--
13,08-08-2024,Bronze Medal,KUO Hsing-Chun,TPE,W,Weightlifting,Women's 59kg,ATH,/en/paris-2024/results/weightlifting/women-s-59kg/fnl-000100--
13,08-08-2024,Gold Medal,Saeid ESMAEILI LEIVESI,IRI,M,Wrestling,Men's Greco-Roman 67kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-67kg/fnl-000100--
13,08-08-2024,Silver Medal,Parviz NASIBOV,UKR,M,Wrestling,Men's Greco-Roman 67kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-67kg/fnl-000100--
13,08-08-2024,Bronze Medal,Hasrat JAFAROV,AZE,M,Wrestling,Men's Greco-Roman 67kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-67kg/repf000100--
13,08-08-2024,Bronze Medal,Luis Alberto ORTA SANCHEZ,CUB,M,Wrestling,Men's Greco-Roman 67kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-67kg/repf000200--
13,08-08-2024,Gold Medal,Semen Sergeevich NOVIKOV,BUL,M,Wrestling,Men's Greco-Roman 87kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-87kg/fnl-000100--
13,08-08-2024,Silver Medal,Alireza MOHMADIPIANI,IRI,M,Wrestling,Men's Greco-Roman 87kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-87kg/fnl-000100--
13,08-08-2024,Bronze Medal,Zhan BELENIUK,UKR,M,Wrestling,Men's Greco-Roman 87kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-87kg/repf000100--
13,08-08-2024,Bronze Medal,Turpal Ali BISULTANOV,DEN,M,Wrestling,Men's Greco-Roman 87kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-87kg/repf000200--
13,08-08-2024,Gold Medal,FUJINAMI Akari,JPN,W,Wrestling,Women's Freestyle 53kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-53kg/fnl-000100--
13,08-08-2024,Silver Medal,Lucia Yamileth YEPEZ GUZMAN,ECU,W,Wrestling,Women's Freestyle 53kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-53kg/fnl-000100--
13,08-08-2024,Bronze Medal,CHOE Hyo Gyong,PRK,W,Wrestling,Women's Freestyle 53kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-53kg/repf000100--
13,08-08-2024,Bronze Medal,PANG Qianyu,CHN,W,Wrestling,Women's Freestyle 53kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-53kg/repf000200--
14,09-08-2024,Gold Medal,Canada,CAN,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--
14,09-08-2024,Silver Medal,South Africa,RSA,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--
14,09-08-2024,Bronze Medal,Great Britain,GBR,M,Athletics,Men's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--
14,09-08-2024,Gold Medal,Rai BENJAMIN,USA,M,Athletics,Men's 400m Hurdles,ATH,/en/paris-2024/results/athletics/men-s-400m-hurdles/fnl-000100--
14,09-08-2024,Silver Medal,Karsten WARHOLM,NOR,M,Athletics,Men's 400m Hurdles,ATH,/en/paris-2024/results/athletics/men-s-400m-hurdles/fnl-000100--
14,09-08-2024,Bronze Medal,Alison dos SANTOS,BRA,M,Athletics,Men's 400m Hurdles,ATH,/en/paris-2024/results/athletics/men-s-400m-hurdles/fnl-000100--
14,09-08-2024,Gold Medal,Jordan Alejandro DIAZ FORTUN,ESP,M,Athletics,Men's Triple Jump,ATH,/en/paris-2024/results/athletics/men-s-triple-jump/fnl-000100--
14,09-08-2024,Silver Medal,Pedro PICHARDO,POR,M,Athletics,Men's Triple Jump,ATH,/en/paris-2024/results/athletics/men-s-triple-jump/fnl-000100--
14,09-08-2024,Bronze Medal,Andy DIAZ HERNANDEZ,ITA,M,Athletics,Men's Triple Jump,ATH,/en/paris-2024/results/athletics/men-s-triple-jump/fnl-000100--
14,09-08-2024,Gold Medal,Beatrice CHEBET,KEN,W,Athletics,"Women's 10,000m",ATH,/en/paris-2024/results/athletics/women-s-10-000m/fnl-000100--
14,09-08-2024,Silver Medal,Nadia BATTOCLETTI,ITA,W,Athletics,"Women's 10,000m",ATH,/en/paris-2024/results/athletics/women-s-10-000m/fnl-000100--
14,09-08-2024,Bronze Medal,Sifan HASSAN,NED,W,Athletics,"Women's 10,000m",ATH,/en/paris-2024/results/athletics/women-s-10-000m/fnl-000100--
14,09-08-2024,Gold Medal,United States,USA,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--
14,09-08-2024,Silver Medal,Great Britain,GBR,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--
14,09-08-2024,Bronze Medal,Germany,GER,W,Athletics,Women's 4 x 100m Relay,TEAM,/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--
14,09-08-2024,Gold Medal,Marileidy PAULINO,DOM,W,Athletics,Women's 400m,ATH,/en/paris-2024/results/athletics/women-s-400m/fnl-000100--
14,09-08-2024,Silver Medal,Salwa Eid NASER,BRN,W,Athletics,Women's 400m,ATH,/en/paris-2024/results/athletics/women-s-400m/fnl-000100--
14,09-08-2024,Bronze Medal,Natalia KACZMAREK,POL,W,Athletics,Women's 400m,ATH,/en/paris-2024/results/athletics/women-s-400m/fnl-000100--
14,09-08-2024,Gold Medal,Yemisi OGUNLEYE,GER,W,Athletics,Women's Shot Put,ATH,/en/paris-2024/results/athletics/women-s-shot-put/fnl-000100--
14,09-08-2024,Silver Medal,Maddison-Lee WESCHE,NZL,W,Athletics,Women's Shot Put,ATH,/en/paris-2024/results/athletics/women-s-shot-put/fnl-000100--
14,09-08-2024,Bronze Medal,SONG Jiayuan,CHN,W,Athletics,Women's Shot Put,ATH,/en/paris-2024/results/athletics/women-s-shot-put/fnl-000100--
14,09-08-2024,Gold Medal,ANA PATRICIA/DUDA,BRA,W,Beach Volleyball,Women,HTEAM,/en/paris-2024/results/beach-volleyball/women/fnl-000100--
14,09-08-2024,Silver Medal,MELISSA/BRANDIE,CAN,W,Beach Volleyball,Women,HTEAM,/en/paris-2024/results/beach-volleyball/women/fnl-000100--
14,09-08-2024,Bronze Medal,HUBERLI/BRUNNER,SUI,W,Beach Volleyball,Women,HTEAM,/en/paris-2024/results/beach-volleyball/women/fnl-000200--
14,09-08-2024,Gold Medal,Asadkhuja MUYDINKHUJAEV,UZB,M,Boxing,Men's 71kg,HATH,/en/paris-2024/results/boxing/men-s-71kg/fnl-000100--
14,09-08-2024,Silver Medal,Marco Alonso VERDE ALVAREZ,MEX,M,Boxing,Men's 71kg,HATH,/en/paris-2024/results/boxing/men-s-71kg/fnl-000100--
14,09-08-2024,Gold Medal,Lazizbek MULLOJONOV,UZB,M,Boxing,Men's 92kg,HATH,/en/paris-2024/results/boxing/men-s-92kg/fnl-000100--
14,09-08-2024,Silver Medal,Loren Berto ALFONSO DOMINGUEZ,AZE,M,Boxing,Men's 92kg,HATH,/en/paris-2024/results/boxing/men-s-92kg/fnl-000100--
14,09-08-2024,Gold Medal,WU Yu,CHN,W,Boxing,Women's 50kg,HATH,/en/paris-2024/results/boxing/women-s-50kg/fnl-000100--
14,09-08-2024,Silver Medal,Buse Naz CAKIROGLU,TUR,W,Boxing,Women's 50kg,HATH,/en/paris-2024/results/boxing/women-s-50kg/fnl-000100--
14,09-08-2024,Gold Medal,Imane KHELIF,ALG,W,Boxing,Women's 66kg,HATH,/en/paris-2024/results/boxing/women-s-66kg/fnl-000100--
14,09-08-2024,Silver Medal,YANG Liu,CHN,W,Boxing,Women's 66kg,HATH,/en/paris-2024/results/boxing/women-s-66kg/fnl-000100--
14,09-08-2024,Gold Medal,AMI,JPN,W,Breaking,B-Girls,HATH,/en/paris-2024/results/breaking/b-girls/fnl-000100--
14,09-08-2024,Silver Medal,NICKA,LTU,W,Breaking,B-Girls,HATH,/en/paris-2024/results/breaking/b-girls/fnl-000100--
14,09-08-2024,Bronze Medal,671,CHN,W,Breaking,B-Girls,HATH,/en/paris-2024/results/breaking/b-girls/fnl-000200--
14,09-08-2024,Gold Medal,Martin FUKSA,CZE,M,Canoe Sprint,Men's Canoe Single 1000m,ATH,/en/paris-2024/results/canoe-sprint/men-s-canoe-single-1000m/fnl---------
14,09-08-2024,Silver Medal,Isaquias QUEIROZ,BRA,M,Canoe Sprint,Men's Canoe Single 1000m,ATH,/en/paris-2024/results/canoe-sprint/men-s-canoe-single-1000m/fnl---------
14,09-08-2024,Bronze Medal,Serghei TARNOVSCHI,MDA,M,Canoe Sprint,Men's Canoe Single 1000m,ATH,/en/paris-2024/results/canoe-sprint/men-s-canoe-single-1000m/fnl---------
14,09-08-2024,Gold Medal,SCHOPF/LEMKE,GER,M,Canoe Sprint,Men's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------
14,09-08-2024,Silver Medal,NADAS/TOTKA,HUN,M,Canoe Sprint,Men's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------
14,09-08-2024,Bronze Medal,van der WE/GREEN,AUS,M,Canoe Sprint,Men's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------
14,09-08-2024,Gold Medal,XU/SUN,CHN,W,Canoe Sprint,Women's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-canoe-double-500m/fnl---------
14,09-08-2024,Silver Medal,LUZAN/RYBACHOK,UKR,W,Canoe Sprint,Women's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-canoe-double-500m/fnl---------
14,09-08-2024,Bronze Medal,MACKENZIE/VINCENT,CAN,W,Canoe Sprint,Women's Canoe Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-canoe-double-500m/fnl---------
14,09-08-2024,Gold Medal,CARRINGTON/HOSKIN,NZL,W,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------
14,09-08-2024,Silver Medal,CSIPES/GAZSO,HUN,W,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------
14,09-08-2024,Bronze Medal,PASZEK/HAKE,GER,W,Canoe Sprint,Women's Kayak Double 500m,COUP,/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------
