medal_date,medal_type,medal_code,name,country_code,gender,discipline,event,event_type,url_event
2024-08-04,Silver Medal,2,Gregorio PALTRINIERI,ITA,M,Swimming,Men's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--
2024-08-04,Bronze Medal,3,Daniel WIFFEN,IRL,M,Swimming,Men's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--
2024-08-04,Gold Medal,1,China,CHN,M,Swimming,Men's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-medley-relay/fnl-000100--
2024-08-04,Silver Medal,2,United States,USA,M,Swimming,Men's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-medley-relay/fnl-000100--
2024-08-04,Bronze Medal,3,France,FRA,M,Swimming,Men's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/men-s-4-x-100m-medley-relay/fnl-000100--
2024-08-04,Gold Medal,1,United States,USA,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--
2024-08-04,Silver Medal,2,Australia,AUS,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--
2024-08-04,Bronze Medal,3,China,CHN,W,Swimming,Women's 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--
2024-08-04,Gold Medal,1,Sarah SJOESTROEM,SWE,W,Swimming,Women's 50m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--
2024-08-04,Silver Medal,2,Meg HARRIS,AUS,W,Swimming,Women's 50m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--
2024-08-04,Bronze Medal,3,ZHANG Yufei,CHN,W,Swimming,Women's 50m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--
2024-08-04,Gold Medal,1,FAN Zhendong,CHN,M,Table Tennis,Men's Singles,HATH,/en/paris-2024/results/table-tennis/men-s-singles/fnl-000100--
2024-08-04,Silver Medal,2,Truls MOREGARD,SWE,M,Table Tennis,Men's Singles,HATH,/en/paris-2024/results/table-tennis/men-s-singles/fnl-000100--
2024-08-04,Bronze Medal,3,Felix LEBRUN,FRA,M,Table Tennis,Men's Singles,HATH,/en/paris-2024/results/table-tennis/men-s-singles/fnl-000200--
2024-08-04,Gold Medal,1,Novak DJOKOVIC,SRB,M,Tennis,Men's Singles,HATH,/en/paris-2024/results/tennis/men-s-singles/fnl-000100--
2024-08-04,Silver Medal,2,Carlos ALCARAZ,ESP,M,Tennis,Men's Singles,HATH,/en/paris-2024/results/tennis/men-s-singles/fnl-000100--
2024-08-04,Gold Medal,1,ERRANI/PAOLINI,ITA,W,Tennis,Women's Doubles,HCOUP,/en/paris-2024/results/tennis/women-s-doubles/fnl-000100--
2024-08-04,Silver Medal,2,ANDREEVA/SHNAIDER,AIN,W,Tennis,Women's Doubles,HCOUP,/en/paris-2024/results/tennis/women-s-doubles/fnl-000100--
2024-08-04,Bronze Medal,3,BUCSA/SORRIBES TORMO,ESP,W,Tennis,Women's Doubles,HCOUP,/en/paris-2024/results/tennis/women-s-doubles/fnl-000200--
2024-08-05,Gold Medal,1,Netherlands,NED,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000100--
2024-08-05,Silver Medal,2,France,FRA,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000100--
2024-08-05,Bronze Medal,3,Lithuania,LTU,M,3x3 Basketball,Men,HTEAM,/en/paris-2024/results/3x3-basketball/men/fnl-000200--
2024-08-05,Gold Medal,1,Germany,GER,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000100--
2024-08-05,Silver Medal,2,Spain,ESP,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000100--
2024-08-05,Bronze Medal,3,United States,USA,W,3x3 Basketball,Women,HTEAM,/en/paris-2024/results/3x3-basketball/women/fnl-000200--
2024-08-05,Gold Medal,1,OKA Shinnosuke,JPN,M,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--
2024-08-05,Silver Medal,2,Angel BARAJAS,COL,M,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--
2024-08-05,Bronze Medal,3,ZHANG Boheng,CHN,M,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--
2024-08-05,Bronze Medal,3,TANG Chia-Hung,TPE,M,Artistic Gymnastics,Men's Horizontal Bar,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-horizontal-bar/fnl-000001--
2024-08-05,Gold Medal,1,ZOU Jingyuan,CHN,M,Artistic Gymnastics,Men's Parallel Bars,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-parallel-bars/fnl-000001--
2024-08-05,Silver Medal,2,Illia KOVTUN,UKR,M,Artistic Gymnastics,Men's Parallel Bars,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-parallel-bars/fnl-000001--
2024-08-05,Bronze Medal,3,OKA Shinnosuke,JPN,M,Artistic Gymnastics,Men's Parallel Bars,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-parallel-bars/fnl-000001--
2024-08-05,Gold Medal,1,Alice D'AMATO,ITA,W,Artistic Gymnastics,Women's Balance Beam,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-balance-beam/fnl-000001--
2024-08-05,Silver Medal,2,ZHOU Yaqin,CHN,W,Artistic Gymnastics,Women's Balance Beam,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-balance-beam/fnl-000001--
2024-08-05,Bronze Medal,3,Manila ESPOSITO,ITA,W,Artistic Gymnastics,Women's Balance Beam,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-balance-beam/fnl-000001--
2024-08-05,Gold Medal,1,Rebeca ANDRADE,BRA,W,Artistic Gymnastics,Women's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-floor-exercise/fnl-000001--
2024-08-05,Silver Medal,2,Simone BILES,USA,W,Artistic Gymnastics,Women's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-floor-exercise/fnl-000001--
2024-08-05,Bronze Medal,3,Ana BARBOSU,ROU,W,Artistic Gymnastics,Women's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-floor-exercise/fnl-000001--
2024-08-05,Gold Medal,1,Armand DUPLANTIS,SWE,M,Athletics,Men's Pole Vault,ATH,/en/paris-2024/results/athletics/men-s-pole-vault/fnl-000100--
2024-08-05,Silver Medal,2,Sam KENDRICKS,USA,M,Athletics,Men's Pole Vault,ATH,/en/paris-2024/results/athletics/men-s-pole-vault/fnl-000100--
2024-08-05,Bronze Medal,3,Emmanouil KARALIS,GRE,M,Athletics,Men's Pole Vault,ATH,/en/paris-2024/results/athletics/men-s-pole-vault/fnl-000100--
2024-08-05,Gold Medal,1,Beatrice CHEBET,KEN,W,Athletics,Women's 5000m,ATH,/en/paris-2024/results/athletics/women-s-5000m/fnl-000100--
2024-08-05,Silver Medal,2,Faith KIPYEGON,KEN,W,Athletics,Women's 5000m,ATH,/en/paris-2024/results/athletics/women-s-5000m/fnl-000100--
2024-08-05,Bronze Medal,3,Sifan HASSAN,NED,W,Athletics,Women's 5000m,ATH,/en/paris-2024/results/athletics/women-s-5000m/fnl-000100--
2024-08-05,Gold Medal,1,Keely HODGKINSON,GBR,W,Athletics,Women's 800m,ATH,/en/paris-2024/results/athletics/women-s-800m/fnl-000100--
2024-08-05,Silver Medal,2,Tsige DUGUMA,ETH,W,Athletics,Women's 800m,ATH,/en/paris-2024/results/athletics/women-s-800m/fnl-000100--
2024-08-05,Bronze Medal,3,Mary MORAA,KEN,W,Athletics,Women's 800m,ATH,/en/paris-2024/results/athletics/women-s-800m/fnl-000100--
2024-08-05,Gold Medal,1,Valarie ALLMAN,USA,W,Athletics,Women's Discus Throw,ATH,/en/paris-2024/results/athletics/women-s-discus-throw/fnl-000100--
2024-08-05,Silver Medal,2,FENG Bin,CHN,W,Athletics,Women's Discus Throw,ATH,/en/paris-2024/results/athletics/women-s-discus-throw/fnl-000100--
2024-08-05,Bronze Medal,3,Sandra ELKASEVIC,CRO,W,Athletics,Women's Discus Throw,ATH,/en/paris-2024/results/athletics/women-s-discus-throw/fnl-000100--
2024-08-05,Gold Medal,1,Viktor AXELSEN,DEN,M,Badminton,Men's Singles,HATH,/en/paris-2024/results/badminton/men-s-singles/fnl-000100--
2024-08-05,Silver Medal,2,Kunlavut VITIDSARN,THA,M,Badminton,Men's Singles,HATH,/en/paris-2024/results/badminton/men-s-singles/fnl-000100--
2024-08-05,Bronze Medal,3,Zii Jia LEE,MAS,M,Badminton,Men's Singles,HATH,/en/paris-2024/results/badminton/men-s-singles/fnl-000200--
2024-08-05,Gold Medal,1,AN Se Young,KOR,W,Badminton,Women's Singles,HATH,/en/paris-2024/results/badminton/women-s-singles/fnl-000100--
2024-08-05,Silver Medal,2,HE Bing Jiao,CHN,W,Badminton,Women's Singles,HATH,/en/paris-2024/results/badminton/women-s-singles/fnl-000100--
2024-08-05,Gold Medal,1,Finn BUTCHER,NZL,M,Canoe Slalom,Men's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-cross/fnl---------
2024-08-05,Silver Medal,2,Joseph CLARKE,GBR,M,Canoe Slalom,Men's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-cross/fnl---------
2024-08-05,Bronze Medal,3,Noah HEGGE,GER,M,Canoe Slalom,Men's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-cross/fnl---------
2024-08-05,Gold Medal,1,Noemie FOX,AUS,W,Canoe Slalom,Women's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-cross/fnl---------
2024-08-05,Silver Medal,2,Angele HUG,FRA,W,Canoe Slalom,Women's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-cross/fnl---------
2024-08-05,Bronze Medal,3,Kimberley WOODS,GBR,W,Canoe Slalom,Women's Kayak Cross,ATH,/en/paris-2024/results/canoe-slalom/women-s-kayak-cross/fnl---------
2024-08-05,Gold Medal,1,Great Britain,GBR,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------
2024-08-05,Silver Medal,2,New Zealand,NZL,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------
2024-08-05,Bronze Medal,3,Germany,GER,W,Cycling Track,Women's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/women-s-team-sprint/fnl---------
2024-08-05,Gold Medal,1,LI Yuehong,CHN,M,Shooting,25m Rapid Fire Pistol Men,ATH,/en/paris-2024/results/shooting/25m-rapid-fire-pistol-men/fnl-000100--
2024-08-05,Silver Medal,2,CHO Yeongjae,KOR,M,Shooting,25m Rapid Fire Pistol Men,ATH,/en/paris-2024/results/shooting/25m-rapid-fire-pistol-men/fnl-000100--
2024-08-05,Bronze Medal,3,WANG Xinjie,CHN,M,Shooting,25m Rapid Fire Pistol Men,ATH,/en/paris-2024/results/shooting/25m-rapid-fire-pistol-men/fnl-000100--
2024-08-05,Gold Medal,1,Italy 1,ITA,X,Shooting,Skeet Mixed Team,HTEAM,/en/paris-2024/results/shooting/skeet-mixed-team/fnl-000100--
2024-08-05,Silver Medal,2,United States 1,USA,X,Shooting,Skeet Mixed Team,HTEAM,/en/paris-2024/results/shooting/skeet-mixed-team/fnl-000100--
2024-08-05,Bronze Medal,3,China,CHN,X,Shooting,Skeet Mixed Team,HTEAM,/en/paris-2024/results/shooting/skeet-mixed-team/fnl-000200--
2024-08-05,Gold Medal,1,Kauli VAAST,FRA,M,Surfing,Men,HATH,/en/paris-2024/results/surfing/men/fnl---------
2024-08-05,Silver Medal,2,Jack ROBINSON,AUS,M,Surfing,Men,HATH,/en/paris-2024/results/surfing/men/fnl---------
2024-08-05,Bronze Medal,3,Gabriel MEDINA,BRA,M,Surfing,Men,HATH,/en/paris-2024/results/surfing/men/fnl---------
2024-08-05,Gold Medal,1,Caroline MARKS,USA,W,Surfing,Women,HATH,/en/paris-2024/results/surfing/women/fnl---------
2024-08-05,Silver Medal,2,Tatiana WESTON-WEBB,BRA,W,Surfing,Women,HATH,/en/paris-2024/results/surfing/women/fnl---------
2024-08-05,Bronze Medal,3,Johanne DEFAY,FRA,W,Surfing,Women,HATH,/en/paris-2024/results/surfing/women/fnl---------
2024-08-05,Gold Medal,1,Germany,GER,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--
2024-08-05,Silver Medal,2,United States,USA,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--
2024-08-05,Bronze Medal,3,Great Britain,GBR,X,Triathlon,Mixed Relay,TEAM,/en/paris-2024/results/triathlon/mixed-relay/fnl-000100--
2024-08-06,Gold Medal,1,Cole HOCKER,USA,M,Athletics,Men's 1500m,ATH,/en/paris-2024/results/athletics/men-s-1500m/fnl-000100--
2024-08-06,Silver Medal,2,Josh KERR,GBR,M,Athletics,Men's 1500m,ATH,/en/paris-2024/results/athletics/men-s-1500m/fnl-000100--
2024-08-06,Bronze Medal,3,Yared NUGUSE,USA,M,Athletics,Men's 1500m,ATH,/en/paris-2024/results/athletics/men-s-1500m/fnl-000100--
2024-08-06,Gold Medal,1,Miltiadis TENTOGLOU,GRE,M,Athletics,Men's Long Jump,ATH,/en/paris-2024/results/athletics/men-s-long-jump/fnl-000100--
2024-08-06,Silver Medal,2,Wayne PINNOCK,JAM,M,Athletics,Men's Long Jump,ATH,/en/paris-2024/results/athletics/men-s-long-jump/fnl-000100--
2024-08-06,Bronze Medal,3,Mattia FURLANI,ITA,M,Athletics,Men's Long Jump,ATH,/en/paris-2024/results/athletics/men-s-long-jump/fnl-000100--
2024-08-06,Gold Medal,1,Gabrielle THOMAS,USA,W,Athletics,Women's 200m,ATH,/en/paris-2024/results/athletics/women-s-200m/fnl-000100--
2024-08-06,Silver Medal,2,Julien ALFRED,LCA,W,Athletics,Women's 200m,ATH,/en/paris-2024/results/athletics/women-s-200m/fnl-000100--
2024-08-06,Bronze Medal,3,Brittany BROWN,USA,W,Athletics,Women's 200m,ATH,/en/paris-2024/results/athletics/women-s-200m/fnl-000100--
2024-08-06,Gold Medal,1,Winfred YAVI,BRN,W,Athletics,Women's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/women-s-3000m-steeplechase/fnl-000100--
2024-08-06,Silver Medal,2,Peruth CHEMUTAI,UGA,W,Athletics,Women's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/women-s-3000m-steeplechase/fnl-000100--
2024-08-06,Bronze Medal,3,Faith CHEROTICH,KEN,W,Athletics,Women's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/women-s-3000m-steeplechase/fnl-000100--
2024-08-06,Gold Medal,1,Camryn ROGERS,CAN,W,Athletics,Women's Hammer Throw,ATH,/en/paris-2024/results/athletics/women-s-hammer-throw/fnl-000100--
2024-08-06,Silver Medal,2,Annette Nneka ECHIKUNWOKE,USA,W,Athletics,Women's Hammer Throw,ATH,/en/paris-2024/results/athletics/women-s-hammer-throw/fnl-000100--
2024-08-06,Bronze Medal,3,ZHAO Jie,CHN,W,Athletics,Women's Hammer Throw,ATH,/en/paris-2024/results/athletics/women-s-hammer-throw/fnl-000100--
2024-08-06,Bronze Medal,3,Omari JONES,USA,M,Boxing,Men's 71kg,HATH,/en/paris-2024/results/boxing/men-s-71kg/sfnl000100--
2024-08-06,Bronze Medal,3,Lewis RICHARDSON,GBR,M,Boxing,Men's 71kg,HATH,/en/paris-2024/results/boxing/men-s-71kg/sfnl000200--
2024-08-06,Bronze Medal,3,Nazym KYZAIBAY,KAZ,W,Boxing,Women's 50kg,HATH,/en/paris-2024/results/boxing/women-s-50kg/sfnl000100--
2024-08-06,Bronze Medal,3,Aira VILLEGAS,PHI,W,Boxing,Women's 50kg,HATH,/en/paris-2024/results/boxing/women-s-50kg/sfnl000200--
2024-08-06,Gold Medal,1,Kellie HARRINGTON,IRL,W,Boxing,Women's 60kg,HATH,/en/paris-2024/results/boxing/women-s-60kg/fnl-000100--
2024-08-06,Silver Medal,2,YANG Wenlu,CHN,W,Boxing,Women's 60kg,HATH,/en/paris-2024/results/boxing/women-s-60kg/fnl-000100--
2024-08-06,Bronze Medal,3,Janjaem SUWANNAPHENG,THA,W,Boxing,Women's 66kg,HATH,/en/paris-2024/results/boxing/women-s-66kg/sfnl000100--
2024-08-06,Bronze Medal,3,CHEN Nien Chin,TPE,W,Boxing,Women's 66kg,HATH,/en/paris-2024/results/boxing/women-s-66kg/sfnl000200--
2024-08-06,Gold Medal,1,Netherlands,NED,M,Cycling Track,Men's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------
2024-08-06,Silver Medal,2,Great Britain,GBR,M,Cycling Track,Men's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------
2024-08-06,Bronze Medal,3,Australia,AUS,M,Cycling Track,Men's Team Sprint,TEAM,/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------
2024-08-06,Gold Medal,1,QUAN Hongchan,CHN,W,Diving,Women's 10m Platform,ATH,/en/paris-2024/results/diving/women-s-10m-platform/fnl-000100--
2024-08-06,Silver Medal,2,CHEN Yuxi,CHN,W,Diving,Women's 10m Platform,ATH,/en/paris-2024/results/diving/women-s-10m-platform/fnl-000100--
2024-08-06,Bronze Medal,3,KIM Mi Rae,PRK,W,Diving,Women's 10m Platform,ATH,/en/paris-2024/results/diving/women-s-10m-platform/fnl-000100--
2024-08-06,Gold Medal,1,Christian KUKUK,GER,O,Equestrian,Jumping Individual,ATH,/en/paris-2024/results/equestrian/jumping-individual/fnl-0002rr--
2024-08-06,Silver Medal,2,Steve GUERDAT,SUI,O,Equestrian,Jumping Individual,ATH,/en/paris-2024/results/equestrian/jumping-individual/fnl-0002rr--
2024-08-06,Bronze Medal,3,Maikel van der VLEUTEN,NED,O,Equestrian,Jumping Individual,ATH,/en/paris-2024/results/equestrian/jumping-individual/fnl-0002rr--
2024-08-06,Gold Medal,1,Arisa TREW,AUS,W,Skateboarding,Women's Park,ATH,/en/paris-2024/results/skateboarding/women-s-park/fnl-000100--
2024-08-06,Silver Medal,2,HIRAKI Cocona,JPN,W,Skateboarding,Women's Park,ATH,/en/paris-2024/results/skateboarding/women-s-park/fnl-000100--
2024-08-06,Bronze Medal,3,Sky BROWN,GBR,W,Skateboarding,Women's Park,ATH,/en/paris-2024/results/skateboarding/women-s-park/fnl-000100--
2024-08-06,Gold Medal,1,Mijain LOPEZ NUNEZ,CUB,M,Wrestling,Men's Greco-Roman 130kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-130kg/fnl-000100--
2024-08-06,Silver Medal,2,Yasmani ACOSTA FERNANDEZ,CHI,M,Wrestling,Men's Greco-Roman 130kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-130kg/fnl-000100--
2024-08-06,Bronze Medal,3,Amin MIRZAZADEH,IRI,M,Wrestling,Men's Greco-Roman 130kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-130kg/repf000100--
2024-08-06,Bronze Medal,3,MENG Lingzhe,CHN,M,Wrestling,Men's Greco-Roman 130kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-130kg/repf000200--
2024-08-06,Gold Medal,1,FUMITA Kenichiro,JPN,M,Wrestling,Men's Greco-Roman 60kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-60kg/fnl-000100--
2024-08-06,Silver Medal,2,CAO Liguo,CHN,M,Wrestling,Men's Greco-Roman 60kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-60kg/fnl-000100--
2024-08-06,Bronze Medal,3,Zholaman SHARSHENBEKOV,KGZ,M,Wrestling,Men's Greco-Roman 60kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-60kg/repf000100--
2024-08-06,Bronze Medal,3,RI Se Ung,PRK,M,Wrestling,Men's Greco-Roman 60kg,HATH,/en/paris-2024/results/wrestling/men-s-greco-roman-60kg/repf000200--
2024-08-06,Gold Medal,1,Amit ELOR,USA,W,Wrestling,Women's Freestyle 68kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-68kg/fnl-000100--
2024-08-06,Silver Medal,2,Meerim ZHUMANAZAROVA,KGZ,W,Wrestling,Women's Freestyle 68kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-68kg/fnl-000100--
2024-08-06,Bronze Medal,3,Buse CAVUSOGLU TOSUN,TUR,W,Wrestling,Women's Freestyle 68kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-68kg/repf000100--
2024-08-06,Bronze Medal,3,OZAKI Nonoka,JPN,W,Wrestling,Women's Freestyle 68kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-68kg/repf000200--
2024-08-07,Gold Medal,1,China,CHN,O,Artistic Swimming,Team,TEAM,/en/paris-2024/results/artistic-swimming/team/fnl-000100--
2024-08-07,Silver Medal,2,United States,USA,O,Artistic Swimming,Team,TEAM,/en/paris-2024/results/artistic-swimming/team/fnl-000100--
2024-08-07,Bronze Medal,3,Spain,ESP,O,Artistic Swimming,Team,TEAM,/en/paris-2024/results/artistic-swimming/team/fnl-000100--
2024-08-07,Gold Medal,1,MARTIN A/PEREZ M,ESP,X,Athletics,Marathon Race Walk Relay Mixed,TEAM,/en/paris-2024/results/athletics/marathon-race-walk-relay-mixed/fnl-000100--
2024-08-07,Silver Medal,2,PINTADO B/MOREJON G,ECU,X,Athletics,Marathon Race Walk Relay Mixed,TEAM,/en/paris-2024/results/athletics/marathon-race-walk-relay-mixed/fnl-000100--
2024-08-07,Bronze Medal,3,COWLEY R/MONTAG J,AUS,X,Athletics,Marathon Race Walk Relay Mixed,TEAM,/en/paris-2024/results/athletics/marathon-race-walk-relay-mixed/fnl-000100--
2024-08-07,Gold Medal,1,Soufiane EL BAKKALI,MAR,M,Athletics,Men's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/men-s-3000m-steeplechase/fnl-000100--
2024-08-07,Silver Medal,2,Kenneth ROOKS,USA,M,Athletics,Men's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/men-s-3000m-steeplechase/fnl-000100--
2024-08-07,Bronze Medal,3,Abraham KIBIWOT,KEN,M,Athletics,Men's 3000m Steeplechase,ATH,/en/paris-2024/results/athletics/men-s-3000m-steeplechase/fnl-000100--
2024-08-07,Gold Medal,1,Quincy HALL,USA,M,Athletics,Men's 400m,ATH,/en/paris-2024/results/athletics/men-s-400m/fnl-000100--
2024-08-07,Silver Medal,2,Matthew HUDSON-SMITH,GBR,M,Athletics,Men's 400m,ATH,/en/paris-2024/results/athletics/men-s-400m/fnl-000100--
2024-08-07,Bronze Medal,3,Muzala SAMUKONGA,ZAM,M,Athletics,Men's 400m,ATH,/en/paris-2024/results/athletics/men-s-400m/fnl-000100--
2024-08-07,Gold Medal,1,Roje STONA,JAM,M,Athletics,Men's Discus Throw,ATH,/en/paris-2024/results/athletics/men-s-discus-throw/fnl-000100--
2024-08-07,Silver Medal,2,Mykolas ALEKNA,LTU,M,Athletics,Men's Discus Throw,ATH,/en/paris-2024/results/athletics/men-s-discus-throw/fnl-000100--
2024-08-07,Bronze Medal,3,Matthew DENNY,AUS,M,Athletics,Men's Discus Throw,ATH,/en/paris-2024/results/athletics/men-s-discus-throw/fnl-000100--
2024-08-07,Gold Medal,1,Nina KENNEDY,AUS,W,Athletics,Women's Pole Vault,ATH,/en/paris-2024/results/athletics/women-s-pole-vault/fnl-000100--
2024-08-07,Silver Medal,2,Katie MOON,USA,W,Athletics,Women's Pole Vault,ATH,/en/paris-2024/results/athletics/women-s-pole-vault/fnl-000100--
2024-08-07,Bronze Medal,3,Alysha NEWMAN,CAN,W,Athletics,Women's Pole Vault,ATH,/en/paris-2024/results/athletics/women-s-pole-vault/fnl-000100--
2024-08-07,Bronze Medal,3,Nelvie Raman TIAFACK,GER,M,Boxing,Men's +92kg,HATH,/en/paris-2024/results/boxing/men-s--plus-92kg/sfnl000100--
2024-08-07,Bronze Medal,3,Djamili-Dini ABOUDOU MOINDZE,FRA,M,Boxing,Men's +92kg,HATH,/en/paris-2024/results/boxing/men-s--plus-92kg/sfnl000200--
2024-08-07,Gold Medal,1,Erislandy ALVAREZ BORGES,CUB,M,Boxing,Men's 63.5kg,HATH,/en/paris-2024/results/boxing/men-s-63-5kg/fnl-000100--
2024-08-07,Silver Medal,2,Sofiane OUMIHA,FRA,M,Boxing,Men's 63.5kg,HATH,/en/paris-2024/results/boxing/men-s-63-5kg/fnl-000100--
2024-08-07,Gold Medal,1,Oleksandr KHYZHNIAK,UKR,M,Boxing,Men's 80kg,HATH,/en/paris-2024/results/boxing/men-s-80kg/fnl-000100--
2024-08-07,Silver Medal,2,Nurbek ORALBAY,KAZ,M,Boxing,Men's 80kg,HATH,/en/paris-2024/results/boxing/men-s-80kg/fnl-000100--
2024-08-07,Bronze Medal,3,Esra YILDIZ KAHRAMAN,TUR,W,Boxing,Women's 57kg,HATH,/en/paris-2024/results/boxing/women-s-57kg/sfnl000100--
2024-08-07,Bronze Medal,3,Nesthy PETECIO,PHI,W,Boxing,Women's 57kg,HATH,/en/paris-2024/results/boxing/women-s-57kg/sfnl000200--
2024-08-07,Gold Medal,1,Australia,AUS,M,Cycling Track,Men's Team Pursuit,TEAM,/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------
2024-08-07,Silver Medal,2,Great Britain,GBR,M,Cycling Track,Men's Team Pursuit,TEAM,/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------
2024-08-07,Bronze Medal,3,Italy,ITA,M,Cycling Track,Men's Team Pursuit,TEAM,/en/paris-2024/results/cycling-track/men-s-team-pursuit/fnl---------
2024-08-07,Gold Medal,1,United States,USA,W,Cycling Track,Women's Team Pursuit,TEAM,/en/paris-2024/results/cycling-track/women-s-team-pursuit/fnl---------
2024-08-07,Silver Medal,2,New Zealand,NZL,W,Cycling Track,Women's Team Pursuit,TEAM,/en/paris-2024/results/cycling-track/women-s-team-pursuit/fnl---------
2024-08-07,Bronze Medal,3,Great Britain,GBR,W,Cycling Track,Women's Team Pursuit,TEAM,/en/paris-2024/results/cycling-track/women-s-team-pursuit/fnl---------
2024-08-07,Gold Medal,1,Matt WEARN,AUS,M,Sailing,Men's Dinghy,ATH,/en/paris-2024/results/sailing/men-s-dinghy/fnl-000100--
2024-08-07,Silver Medal,2,Pavlos KONTIDES,CYP,M,Sailing,Men's Dinghy,ATH,/en/paris-2024/results/sailing/men-s-dinghy/fnl-000100--
2024-08-07,Bronze Medal,3,Stefano PESCHIERA,PER,M,Sailing,Men's Dinghy,ATH,/en/paris-2024/results/sailing/men-s-dinghy/fnl-000100--
2024-08-07,Gold Medal,1,Marit BOUWMEESTER,NED,W,Sailing,Women's Dinghy,ATH,/en/paris-2024/results/sailing/women-s-dinghy/fnl-000100--
